GESLACHT;LEEFTIJDSKLASSE;GEMEENTENAAM;AANTAL_BSN;AANTAL_VERZEKERDEJAREN;KOSTEN_MEDISCH_SPECIALISTISCHE_ZORG;KOSTEN_FARMACIE;KOSTEN_SPECIALISTISCHE_GGZ;KOSTEN_HUISARTS_INSCHRIJFTARIEF;KOSTEN_HUISARTS_CONSULT;KOSTEN_HUISARTS_MDZ;KOSTEN_HUISARTS_OVERIG;KOSTEN_HULPMIDDELEN;KOSTEN_MONDZORG;KOSTEN_PARAMEDISCHE_ZORG_FYSIOTHERAPIE;KOSTEN_PARAMEDISCHE_ZORG_OVERIG;KOSTEN_ZIEKENVERVOER_ZITTEND;KOSTEN_ZIEKENVERVOER_LIGGEND;KOSTEN_KRAAMZORG;KOSTEN_VERLOSKUNDIGE_ZORG;KOSTEN_GENERALISTISCHE_BASIS_GGZ;KOSTEN_LANGDURIGE_GGZ;KOSTEN_GRENSOVERSCHRIJDENDE_ZORG;KOSTEN_EERSTELIJNS_ONDERSTEUNING;KOSTEN_GERIATRISCHE_REVALIDATIEZORG;KOSTEN_VERPLEGING_EN_VERZORGING;KOSTEN_OVERIG
V;60 t/m 64 jaar;MIDDELBURG;1672;1665.66;1986391.11;615734.48;232810.87;97370.75;79068.77;81276.98;66126.96;170438.39;40362.46;62139.50;6266.54;27042.09;53328.20;0.00;0.00;15667.35;0.00;238168.77;5.40;0.00;155538.11;10329.32
V;65 t/m 69 jaar;MIDDELBURG;1680;1673.11;2836632.54;732902.01;269655.93;137109.66;85091.35;106450.56;75324.18;241890.79;70762.77;64693.82;9109.97;43147.06;50342.32;0.00;0.00;9217.59;0.00;134576.54;9.00;53069.22;334602.43;6136.58
V;70 t/m 74 jaar;MIDDELBURG;1262;1253.06;2760540.02;629838.04;179469.72;106097.82;69410.56;112623.82;57990.65;245144.84;65082.34;66754.40;12992.02;42833.33;75462.28;0.00;0.00;4834.60;0.00;255663.81;3.60;145532.34;557577.70;7703.53
V;75 t/m 79 jaar;MIDDELBURG;1040;1024.31;2064338.72;549929.08;195714.90;101685.14;73935.31;101852.94;58938.24;209636.46;67287.27;90934.53;7529.43;8714.03;79812.51;0.00;0.00;574.32;0.00;192236.30;0.00;169527.88;756820.98;17584.31
V;80 t/m 84 jaar;MIDDELBURG;773;764.29;1745528.92;445318.49;58167.35;74842.58;63128.90;83861.76;59437.30;237566.48;50746.62;62941.13;12318.11;12399.07;98535.70;0.00;0.00;1757.35;0.00;111535.39;1.80;269908.67;1401743.86;19548.73
V;85 t/m 89 jaar;MIDDELBURG;556;533.37;1316289.04;337157.33;4288.55;50187.34;54151.07;55466.46;57610.53;227363.67;16557.12;38776.84;7380.77;3178.96;106437.20;0.00;0.00;0.00;0.00;545.67;0.00;232936.11;1542494.11;21096.53
V;90+;MIDDELBURG;423;383.92;855812.15;264772.90;47209.10;32548.39;44874.56;37773.02;57370.22;268993.13;12881.83;41728.79;7340.81;1383.77;98494.83;0.00;0.00;0.00;0.00;10631.25;0.00;156934.93;1958536.44;10346.35
M; 0 t/m  4 jaar;MIDDEN-DELFLAND;533;482.10;583556.21;38680.75;0.00;27193.39;967.41;437.00;49069.75;7651.94;7605.15;8880.99;12023.80;0.00;6355.38;0.00;0.00;0.00;0.00;91.51;3.60;0.00;0.00;460.13
M; 5 t/m  9 jaar;MIDDEN-DELFLAND;524;519.75;222098.33;24803.25;0.00;30240.22;632.74;292.63;39034.51;26967.74;58100.76;15928.61;46049.58;0.00;2455.67;0.00;0.00;0.00;0.00;747.42;1.80;0.00;90663.07;205.75
M;10 t/m 14 jaar;MIDDEN-DELFLAND;639;635.83;182866.82;28414.07;0.00;37110.16;443.87;278.30;45901.14;10042.12;95713.41;21685.10;16257.55;0.00;5589.57;0.00;0.00;0.00;0.00;2681.64;7.20;0.00;0.00;6585.77
M;15 t/m 19 jaar;MIDDEN-DELFLAND;707;701.06;171163.61;28695.87;17557.02;40652.22;655.68;293.82;49421.89;20215.69;78577.61;20133.33;4076.16;0.00;4883.73;0.00;0.00;1980.64;0.00;2098.31;9.00;0.00;353.22;494.25
M;20 t/m 24 jaar;MIDDEN-DELFLAND;651;646.75;164319.98;27197.97;66276.08;37711.88;1120.55;295.08;40854.14;16036.24;2131.61;5211.27;1366.95;0.00;6886.95;0.00;0.00;10764.67;0.00;2208.07;10.80;0.00;0.00;46.72
M;25 t/m 29 jaar;MIDDEN-DELFLAND;463;456.17;125787.92;36363.09;21177.97;26194.10;972.80;568.35;28715.80;14466.02;566.88;10819.00;251.65;0.00;3487.29;0.00;0.00;5640.28;0.00;15368.17;7.20;0.00;0.00;189.00
M;30 t/m 34 jaar;MIDDEN-DELFLAND;461;456.05;97246.90;41639.79;105555.66;26075.53;990.71;470.02;28363.69;10359.52;4454.72;3096.69;213.22;0.00;1419.30;0.00;0.00;6636.96;0.00;479.87;5.40;0.00;0.00;324.07
M;35 t/m 39 jaar;MIDDEN-DELFLAND;476;470.60;261865.34;35766.80;30546.69;27326.28;872.58;294.01;32615.45;16249.38;6375.09;373.50;796.13;0.00;4248.35;0.00;0.00;3230.44;0.00;3674.67;10.80;0.00;712.32;378.73
M;40 t/m 44 jaar;MIDDEN-DELFLAND;563;559.93;235416.99;37062.15;56551.58;32553.11;939.31;969.40;38669.56;10859.00;5772.99;5321.00;564.50;844.25;5349.28;0.00;0.00;5148.28;0.00;4896.24;3.60;0.00;0.00;214.79
M;45 t/m 49 jaar;MIDDEN-DELFLAND;758;754.99;431467.57;139264.05;60898.53;43408.97;1005.87;1761.47;50844.64;28765.98;5524.67;2883.85;1446.61;1223.46;9802.69;0.00;0.00;11159.81;0.00;7509.64;3.60;0.00;328.86;673.57
M;50 t/m 54 jaar;MIDDEN-DELFLAND;799;795.70;701738.24;108782.52;93561.57;46521.36;981.78;2032.57;57994.01;42081.40;18073.19;15644.66;1473.41;448.60;13089.93;0.00;0.00;5663.53;0.00;8131.46;1.80;0.00;43167.83;3488.32
M;55 t/m 59 jaar;MIDDEN-DELFLAND;747;741.81;803407.26;249352.45;27792.88;43423.02;812.65;4163.37;54125.92;35262.53;9913.11;8172.16;2249.00;92.00;20584.55;0.00;0.00;3089.15;0.00;7488.73;7.20;5469.45;3464.54;1611.35
M;60 t/m 64 jaar;MIDDEN-DELFLAND;613;610.13;887536.74;157626.95;93789.24;35606.22;726.55;5002.06;47394.41;59730.28;15590.91;9119.93;1812.50;1541.52;18969.90;0.00;0.00;2418.94;0.00;936.70;5.40;0.00;29666.60;2223.03
M;65 t/m 69 jaar;MIDDEN-DELFLAND;581;578.20;1003757.40;237790.34;33845.00;47036.10;562.28;7290.89;40126.58;52010.11;29780.49;8703.46;2124.38;15.49;22271.88;0.00;0.00;787.00;0.00;33826.95;3.60;0.00;68644.42;2799.96
M;70 t/m 74 jaar;MIDDEN-DELFLAND;357;353.30;930780.96;178157.19;18226.35;29786.48;423.75;6421.91;28909.91;63070.10;16638.92;4278.24;1690.20;2861.54;26147.25;0.00;0.00;0.00;0.00;229509.57;3.60;35784.35;48944.92;2544.15
M;75 t/m 79 jaar;MIDDEN-DELFLAND;299;294.46;1058024.10;196594.16;2448.45;29128.34;36.16;8692.69;24916.27;85170.52;29162.61;7538.60;957.89;173.94;25647.35;0.00;0.00;0.00;0.00;10189.83;1.80;0.00;104174.61;1306.28
M;80 t/m 84 jaar;MIDDEN-DELFLAND;214;205.07;851024.04;169070.62;134.49;20889.42;13.56;6932.88;23911.00;85123.52;9978.64;10598.19;4233.67;759.00;36671.22;0.00;0.00;0.00;0.00;0.00;0.00;42456.12;212266.55;2918.52
M;85 t/m 89 jaar;MIDDEN-DELFLAND;133;124.33;499106.02;119003.11;4775.12;12740.26;338.98;4559.47;18657.14;48059.53;5436.28;2477.28;3254.67;4021.92;34375.88;0.00;0.00;0.00;0.00;9859.86;0.00;127421.17;195961.35;1339.50
M;90+;MIDDEN-DELFLAND;43;37.23;96392.09;21429.02;0.00;3404.28;4.52;768.28;8474.45;9166.26;115.81;1543.45;718.11;0.00;21455.11;0.00;0.00;0.00;0.00;0.00;0.00;28631.99;86016.60;0.00
V; 0 t/m  4 jaar;MIDDEN-DELFLAND;492;444.16;451872.22;51314.77;0.00;24665.00;656.41;403.33;40815.14;10849.04;8943.95;8458.46;6985.22;684.20;6483.98;0.00;0.00;0.00;0.00;710.46;11.70;0.00;47312.80;1459.43
V; 5 t/m  9 jaar;MIDDEN-DELFLAND;546;544.73;242880.18;23515.69;0.00;31818.19;473.37;159.83;40699.40;17146.20;66983.93;7439.33;23215.19;0.00;705.84;0.00;0.00;0.00;0.00;1371.04;1.80;0.00;0.00;20521.56
V;10 t/m 14 jaar;MIDDEN-DELFLAND;615;613.49;128295.95;19576.15;0.00;35447.11;430.27;192.79;41832.36;18651.06;79130.32;16790.70;12447.32;0.00;2891.94;0.00;0.00;0.00;0.00;528.78;9.00;0.00;1272.00;9065.01
V;15 t/m 19 jaar;MIDDEN-DELFLAND;646;643.27;269855.10;54625.09;29304.33;37485.75;642.23;259.83;44638.27;6801.78;63893.58;37563.01;9806.90;0.00;4830.39;0.00;0.00;4409.83;0.00;1273.66;3.60;0.00;0.00;0.00
V;20 t/m 24 jaar;MIDDEN-DELFLAND;463;458.86;302195.87;31878.91;70993.48;26634.93;1195.61;374.87;32018.32;4850.42;442.84;5894.31;1089.81;2121.36;5334.91;4225.83;10064.70;14882.77;0.00;14021.66;1.80;0.00;0.00;651.02
V;25 t/m 29 jaar;MIDDEN-DELFLAND;433;425.54;644525.71;33901.51;49284.11;24679.76;1820.77;604.47;29518.86;24252.42;2832.04;4860.10;1699.24;503.78;16744.61;83527.40;84527.70;12152.86;0.00;3619.06;7.20;0.00;29694.80;443.31
V;30 t/m 34 jaar;MIDDEN-DELFLAND;471;467.45;623432.18;46010.97;42936.71;27203.37;1938.30;574.00;32775.37;12812.10;1013.96;4254.36;2817.73;682.96;6142.96;129783.92;110065.99;11958.73;0.00;4958.98;7.20;0.00;0.00;0.00
V;35 t/m 39 jaar;MIDDEN-DELFLAND;546;543.75;519365.70;59503.62;54700.46;31832.66;990.55;604.75;39241.52;32946.56;6532.25;1720.29;2493.60;0.00;5893.43;100474.73;62071.68;9951.53;0.00;4728.64;0.00;0.00;0.00;2932.03
V;40 t/m 44 jaar;MIDDEN-DELFLAND;617;616.37;472678.31;92065.28;67725.50;35944.49;737.82;398.24;44390.62;12269.01;2317.46;8173.84;4631.37;0.00;7396.55;15587.65;8502.27;7253.79;0.00;3273.89;9.00;0.00;11150.88;140.00
V;45 t/m 49 jaar;MIDDEN-DELFLAND;800;798.09;697390.35;117492.70;130061.10;46609.72;1233.37;1089.27;53079.77;29637.62;5733.27;8101.33;2343.15;250.20;10025.60;3961.17;570.62;14603.46;0.00;17582.35;9.00;0.00;3964.47;1220.85
V;50 t/m 54 jaar;MIDDEN-DELFLAND;793;792.70;985761.16;180961.38;65659.87;46196.16;1056.01;1680.99;54931.30;50070.11;9381.80;26333.20;4586.44;1608.44;9158.93;0.00;0.00;8046.36;0.00;2608.64;3.60;8983.41;3931.48;0.00
V;55 t/m 59 jaar;MIDDEN-DELFLAND;747;745.11;1542515.13;181300.63;32131.59;43736.19;1433.82;3004.79;52622.92;62969.79;10860.67;22821.23;5431.42;2334.08;18227.94;0.00;0.00;8187.60;0.00;4795.09;3.60;0.00;12495.51;2995.04
V;60 t/m 64 jaar;MIDDEN-DELFLAND;535;532.96;926563.13;198759.37;79237.35;31136.97;741.94;3528.47;37444.11;76105.53;15036.24;24797.40;3475.13;2147.62;15967.52;0.00;0.00;3633.21;0.00;12106.23;3.60;7859.61;30466.41;1071.00
V;65 t/m 69 jaar;MIDDEN-DELFLAND;508;504.62;886946.42;174111.54;22765.44;41064.54;1174.14;5257.13;39903.71;40002.98;18618.07;18875.28;1527.90;3244.16;6619.26;0.00;0.00;136.27;0.00;4026.10;3.60;5590.14;133663.80;1095.28
V;70 t/m 74 jaar;MIDDEN-DELFLAND;373;371.40;720053.28;231481.81;202672.27;31460.36;210.47;3636.84;32154.14;71223.35;24946.07;16897.91;3683.63;0.00;17327.59;0.00;0.00;415.70;0.00;7129.41;3.60;23933.15;73520.92;4155.66
V;75 t/m 79 jaar;MIDDEN-DELFLAND;306;303.01;740690.70;164525.46;7847.00;29777.04;262.16;7530.14;26917.61;67981.48;16508.89;21906.53;3268.87;1103.15;17947.56;0.00;0.00;2845.18;0.00;89458.72;0.00;102092.76;100625.91;13320.13
V;80 t/m 84 jaar;MIDDEN-DELFLAND;265;258.16;676921.55;153717.01;49925.87;25327.43;144.64;5573.98;28200.24;72589.85;15511.35;12273.85;2553.41;3103.09;30125.19;0.00;0.00;461.89;0.00;342.98;0.00;110934.84;235382.59;1257.50
V;85 t/m 89 jaar;MIDDEN-DELFLAND;194;184.06;666008.11;130889.96;3003.02;16892.45;90.40;5374.56;23735.56;78471.87;5010.29;15812.44;2769.39;4853.69;46164.26;0.00;0.00;0.00;0.00;0.00;0.00;128311.91;428832.13;2099.50
V;90+;MIDDEN-DELFLAND;98;85.68;231812.62;62637.77;4819.21;6963.30;13.56;1828.44;18639.98;53144.83;2633.29;3797.00;3011.09;134.74;19167.13;0.00;0.00;0.00;0.00;0.00;1.80;59901.17;172933.64;1323.25
M; 0 t/m  4 jaar;MIDDEN-DRENTHE;727;660.62;888888.81;63153.89;0.00;37243.75;18694.17;540.85;52744.14;26531.91;14740.54;17453.74;26561.39;9644.16;10187.40;0.00;0.00;0.00;0.00;1450.99;36.45;0.00;180.60;16516.97
M; 5 t/m  9 jaar;MIDDEN-DRENTHE;861;855.82;259338.62;25700.92;0.00;50150.00;13670.30;563.64;40709.95;31408.25;104337.56;33330.51;44216.11;0.00;8822.48;0.00;0.00;0.00;0.00;2397.98;65.70;0.00;21467.73;690.06
M;10 t/m 14 jaar;MIDDEN-DRENTHE;1089;1086.20;412954.14;56591.52;0.00;63720.00;16382.70;504.49;49138.68;30251.30;161147.56;30940.53;19060.31;1539.62;7497.49;0.00;0.00;0.00;0.00;2501.77;63.00;0.00;53544.84;4.02
M;15 t/m 19 jaar;MIDDEN-DRENTHE;1076;1070.50;417618.72;122296.42;157518.28;62599.00;16720.44;397.15;45324.48;24969.33;132605.91;37414.47;7510.88;102.64;16074.25;0.00;0.00;1822.57;3435.00;2530.44;59.40;0.00;6764.10;9184.84
M;20 t/m 24 jaar;MIDDEN-DRENTHE;788;776.95;258372.45;43471.83;124496.90;45359.53;14115.71;668.67;36747.03;22415.77;2550.10;4842.24;1454.99;3182.49;9866.52;0.00;0.00;8416.23;0.00;2521.98;40.05;0.00;21059.15;15.96
M;25 t/m 29 jaar;MIDDEN-DRENTHE;734;720.64;153105.98;70839.12;376456.07;41791.67;13195.60;1568.92;35610.79;19435.88;5273.36;11807.49;904.40;0.00;7678.39;0.00;0.00;12041.14;77464.98;5029.00;27.90;0.00;41775.98;549.99
M;30 t/m 34 jaar;MIDDEN-DRENTHE;737;730.20;246068.60;50826.50;473020.38;42142.39;14199.49;1262.71;31529.24;18196.26;5473.31;6275.47;761.79;115.04;17364.97;0.00;0.00;15465.30;66874.60;675.56;59.40;0.00;2648.18;757.89
M;35 t/m 39 jaar;MIDDEN-DRENTHE;777;773.02;465888.61;78639.06;361720.32;43989.42;15380.06;1443.63;32529.43;19961.71;3353.68;1018.50;629.85;89.00;36496.55;0.00;0.00;8310.44;493809.35;4880.41;48.60;0.00;72.24;4.02
M;40 t/m 44 jaar;MIDDEN-DRENTHE;1049;1045.69;615719.45;112424.52;422979.56;60504.50;24204.79;5582.22;47513.19;48726.98;14796.86;3715.24;569.90;6744.09;25341.36;0.00;0.00;10529.05;258826.60;4269.18;68.40;0.00;25150.67;878.86
M;45 t/m 49 jaar;MIDDEN-DRENTHE;1347;1340.59;1618634.29;202121.14;269991.14;77437.50;32879.90;11909.27;59245.72;83186.14;10960.52;12708.69;4364.06;14347.74;43216.80;0.00;0.00;8848.08;0.00;19345.52;93.60;0.00;51626.43;1068.26
M;50 t/m 54 jaar;MIDDEN-DRENTHE;1364;1355.61;1484327.09;356420.37;506782.40;77924.25;39853.15;18382.62;61493.58;107086.78;17408.36;12042.66;1999.91;9321.58;59107.97;0.00;0.00;13783.71;146171.76;1024.30;64.80;0.00;42841.32;4151.86
M;55 t/m 59 jaar;MIDDEN-DRENTHE;1315;1304.32;1524805.97;408821.30;174453.31;76006.75;41962.81;38748.53;62035.70;114102.09;37745.42;35647.55;5471.44;19644.25;48344.42;0.00;0.00;11665.99;263955.94;11455.29;64.80;0.00;60406.79;11690.78
M;60 t/m 64 jaar;MIDDEN-DRENTHE;1262;1254.90;1850558.94;330052.22;193094.51;73322.25;44617.19;43048.53;55389.92;164532.85;64174.66;30879.17;4154.39;22835.47;50664.31;0.00;0.00;6473.02;140507.12;2062.41;66.60;0.00;124067.45;20770.84
M;65 t/m 69 jaar;MIDDEN-DRENTHE;1295;1283.91;2976572.66;663975.91;216629.74;105315.60;52505.29;56429.96;75370.47;226746.03;67813.24;42695.69;10619.71;28227.77;80792.32;0.00;0.00;3461.32;69331.72;1841.29;56.25;17786.42;167671.98;14397.10
M;70 t/m 74 jaar;MIDDEN-DRENTHE;901;886.56;2556755.31;444502.15;23029.08;75453.36;44389.42;54347.82;64086.87;167923.65;60524.50;44895.29;5629.69;23786.31;78511.42;0.00;0.00;0.00;0.00;639.21;40.95;107118.81;266772.40;21345.49
M;75 t/m 79 jaar;MIDDEN-DRENTHE;615;599.88;1701362.90;372427.53;27441.65;59840.24;35594.53;42743.91;43685.23;147192.20;43598.64;25070.39;1546.94;18958.16;64261.52;0.00;0.00;190.43;0.00;420.65;30.60;119752.33;301651.01;16630.81
M;80 t/m 84 jaar;MIDDEN-DRENTHE;420;400.42;1427191.75;290923.74;25258.73;40799.78;31031.96;30325.33;47038.77;139771.51;31396.75;23154.10;6349.92;19465.32;74745.26;0.00;0.00;0.00;0.00;2279.74;9.00;160834.16;461511.39;16655.18
M;85 t/m 89 jaar;MIDDEN-DRENTHE;222;207.12;759807.10;179340.31;39656.93;20735.16;23277.97;17824.89;29774.48;101463.58;13109.12;8640.14;3111.54;10562.11;53815.83;0.00;0.00;0.00;0.00;32.27;3.60;118469.79;651582.15;11072.67
M;90+;MIDDEN-DRENTHE;104;90.47;228303.14;89369.64;14444.79;9078.08;12524.92;5257.31;25875.95;59026.15;4108.46;5712.48;401.65;914.84;22463.92;0.00;0.00;110.30;0.00;28.79;3.60;17818.36;583286.17;4011.25
V; 0 t/m  4 jaar;MIDDEN-DRENTHE;675;611.30;585972.24;31039.80;0.00;34397.00;15369.27;402.08;47123.40;20120.33;13572.46;16214.49;11476.99;15346.58;5158.00;0.00;0.00;0.00;0.00;2191.18;48.15;0.00;27034.00;264.21
V; 5 t/m  9 jaar;MIDDEN-DRENTHE;822;818.46;183599.08;35856.00;0.00;47775.25;14078.57;642.71;37120.16;49386.47;90688.45;26803.66;31125.61;532.92;1276.21;0.00;0.00;0.00;0.00;4343.31;68.40;0.00;69373.81;5258.59
V;10 t/m 14 jaar;MIDDEN-DRENTHE;1032;1028.92;400982.24;30641.52;0.00;60298.00;18728.97;532.67;45422.75;22199.41;147439.18;30593.14;15351.99;1962.05;6445.88;0.00;0.00;0.00;0.00;5566.60;82.80;0.00;54.18;357.00
V;15 t/m 19 jaar;MIDDEN-DRENTHE;1057;1052.94;734981.65;135012.03;58738.75;61566.50;32550.41;441.46;49851.31;73080.81;121396.77;52890.63;6097.70;8047.93;17216.36;105.32;3301.70;4463.89;0.00;3083.60;85.50;0.00;34511.94;80.40
V;20 t/m 24 jaar;MIDDEN-DRENTHE;725;720.55;514119.90;63935.25;146293.29;42116.17;25921.04;1076.87;40503.57;28449.26;9636.21;5751.22;1947.86;0.00;6405.90;52716.70;49596.25;12001.29;0.00;9730.53;31.95;0.00;6114.14;500.95
V;25 t/m 29 jaar;MIDDEN-DRENTHE;696;689.36;770579.27;85279.55;232276.60;40021.67;30872.67;1587.35;37665.21;27304.25;3562.64;1900.75;1306.45;2181.50;16499.04;158419.48;144257.21;15870.54;0.00;89.21;34.65;0.00;5383.10;2764.38
V;30 t/m 34 jaar;MIDDEN-DRENTHE;716;710.54;822626.38;81276.32;461831.56;41609.75;29057.69;697.20;35336.13;30406.88;4317.51;4326.62;1432.78;3577.16;9905.46;181337.73;125009.16;16162.37;159406.18;7500.11;57.60;0.00;1065.54;476.08
V;35 t/m 39 jaar;MIDDEN-DRENTHE;774;772.38;692936.36;93492.59;550665.93;44900.64;31228.17;2183.89;41115.92;20828.41;2620.97;11158.75;1982.83;4820.38;11727.73;64070.52;33313.90;24365.55;0.00;4275.22;54.00;0.00;7844.86;215.73
V;40 t/m 44 jaar;MIDDEN-DRENTHE;1063;1057.59;897981.35;155654.92;508275.27;61596.00;41336.09;3738.29;43952.30;40688.28;9452.05;10681.03;5357.39;17403.00;13770.88;6231.54;9270.85;16582.54;98616.98;430.00;79.20;0.00;55398.19;1089.54
V;45 t/m 49 jaar;MIDDEN-DRENTHE;1357;1353.15;1422919.18;252144.80;312667.24;79030.50;57406.40;12457.20;62337.13;90767.26;14146.35;27193.77;5374.78;16281.19;30386.68;0.00;0.00;20620.81;94676.40;6462.53;94.05;0.00;42547.43;19847.04
V;50 t/m 54 jaar;MIDDEN-DRENTHE;1377;1370.11;1571483.71;330347.97;475959.44;79679.50;60960.59;19208.27;62872.98;107626.87;23944.42;31702.31;14132.84;10840.17;30201.29;0.00;0.00;12962.16;0.00;1970.17;68.40;49677.76;60296.16;3895.29
V;55 t/m 59 jaar;MIDDEN-DRENTHE;1297;1292.55;2587374.82;336680.14;398694.57;75549.50;58350.68;29889.62;59710.58;101459.25;47157.21;35379.45;5350.24;14215.74;33106.64;0.00;0.00;14422.40;0.00;1817.65;62.55;37099.92;86489.10;5458.86
V;60 t/m 64 jaar;MIDDEN-DRENTHE;1266;1260.77;2438465.35;449424.41;341975.33;73425.50;62688.39;35893.97;70327.17;121221.18;50495.46;39782.92;7121.35;26503.57;47436.65;0.00;0.00;1739.30;57374.52;3163.19;46.80;65637.07;141812.62;15944.33
V;65 t/m 69 jaar;MIDDEN-DRENTHE;1252;1245.62;2515607.29;532769.53;247844.23;102446.55;66894.58;48398.88;65196.59;148209.59;63067.78;61639.03;12451.67;30470.27;55219.42;0.00;0.00;3738.28;0.00;4244.04;61.20;33367.01;204039.07;24705.57
V;70 t/m 74 jaar;MIDDEN-DRENTHE;899;892.47;2267783.86;596052.74;63240.19;75796.72;56338.53;50306.33;56215.24;211717.29;64041.55;37069.50;4975.26;33016.16;53488.38;0.00;0.00;708.30;19694.00;2297.80;28.80;147325.57;377887.98;19560.11
V;75 t/m 79 jaar;MIDDEN-DRENTHE;692;680.47;1947520.26;384493.48;14015.85;67484.03;55760.58;47070.54;49901.32;198887.42;82759.07;32324.49;7929.14;9567.18;77928.59;0.00;0.00;1942.36;0.00;6678.41;18.00;222121.11;545528.28;26447.90
V;80 t/m 84 jaar;MIDDEN-DRENTHE;524;512.95;1595904.86;449131.84;26151.14;51373.68;54248.80;36935.41;55508.74;208472.91;25117.75;51215.63;8107.79;18447.55;80718.60;0.00;0.00;0.00;0.00;0.00;9.00;256347.08;1090764.97;33134.37
V;85 t/m 89 jaar;MIDDEN-DRENTHE;373;358.34;925067.40;281831.26;18269.40;34635.97;38609.78;26501.06;44496.21;146589.07;12401.97;26371.14;2443.42;4431.38;63780.25;0.00;0.00;0.00;0.00;0.00;3.15;144763.36;1120385.71;16365.73
V;90+;MIDDEN-DRENTHE;231;205.27;385246.18;202067.18;5764.33;19316.71;26514.27;14598.01;41100.67;162153.51;2635.13;16922.03;3350.34;1117.79;52787.95;0.00;0.00;0.00;0.00;0.00;0.00;35636.72;1676225.02;10739.39
M; 0 t/m  4 jaar;MILL EN SINT HUBERT;214;189.56;154659.51;13646.30;0.00;10516.32;5331.50;48.76;11824.12;2094.94;3956.78;5093.08;7211.38;2467.10;5547.61;0.00;0.00;0.00;0.00;130.02;1.80;0.00;1778.01;79794.48
M; 5 t/m  9 jaar;MILL EN SINT HUBERT;303;302.36;125555.77;13194.54;0.00;17788.50;5625.34;34.56;10315.89;15344.82;39875.98;11969.72;31501.59;740.93;2930.04;0.00;0.00;0.00;0.00;227.88;3.15;0.00;685.14;9068.92
M;10 t/m 14 jaar;MILL EN SINT HUBERT;333;332.16;75120.38;15438.56;0.00;19527.28;4758.05;0.21;9447.55;4206.37;49413.18;7267.74;12615.80;0.00;0.00;0.00;0.00;0.00;0.00;1022.13;1.80;0.00;0.00;275.05
M;15 t/m 19 jaar;MILL EN SINT HUBERT;357;356.92;60666.08;20921.90;37096.89;20945.00;5003.56;0.00;8777.36;7034.05;36980.75;10655.39;1585.71;1043.39;5043.75;0.00;0.00;695.87;0.00;374.87;0.00;0.00;0.00;984.15
M;20 t/m 24 jaar;MILL EN SINT HUBERT;315;313.15;115161.35;10045.79;33035.65;18363.75;5666.29;287.24;9080.25;14755.72;390.51;0.00;1598.24;206.80;5856.27;0.00;0.00;8465.22;0.00;1268.87;3.60;0.00;1989.31;0.00
M;25 t/m 29 jaar;MILL EN SINT HUBERT;260;258.21;102332.86;12031.31;38095.52;14985.92;4541.98;239.88;7256.77;3041.03;1063.32;2017.29;3048.75;10532.66;5238.06;0.00;0.00;7268.06;0.00;432.40;0.00;0.00;0.00;888.21
M;30 t/m 34 jaar;MILL EN SINT HUBERT;225;223.56;109835.78;16474.51;13306.20;12889.78;3968.76;266.13;8522.88;5173.53;0.00;4874.04;208.53;0.00;7587.05;0.00;0.00;2025.38;0.00;156.85;3.60;0.00;7216.36;1561.68
M;35 t/m 39 jaar;MILL EN SINT HUBERT;246;246.00;173835.44;28445.02;42722.48;14364.78;4458.57;63.56;6681.77;9833.60;2514.75;2277.25;390.00;0.00;2189.91;0.00;0.00;1838.82;0.00;3268.89;1.35;0.00;0.00;1776.99
M;40 t/m 44 jaar;MILL EN SINT HUBERT;337;336.66;155926.86;25331.45;13176.26;19706.00;7024.80;1470.74;8695.48;26865.17;1886.83;1197.00;512.72;0.00;2178.48;0.00;0.00;4718.05;0.00;1858.64;7.20;0.00;0.00;587.28
M;45 t/m 49 jaar;MILL EN SINT HUBERT;474;473.93;389458.81;135172.51;88236.32;27730.00;12173.90;4929.07;12482.99;30234.71;2924.01;4167.64;2099.07;4593.75;12319.17;0.00;0.00;2861.41;0.00;42592.44;1.80;0.00;29450.62;382.02
M;50 t/m 54 jaar;MILL EN SINT HUBERT;482;480.49;345076.10;68225.15;75992.23;28084.00;13188.96;9707.00;14090.62;20407.66;12351.99;6509.50;802.10;3903.00;8717.73;0.00;0.00;3072.72;0.00;5688.06;0.00;0.00;19589.70;99.52
M;55 t/m 59 jaar;MILL EN SINT HUBERT;468;467.07;517253.89;104162.49;33548.96;27405.50;14181.10;17501.21;12160.23;30240.18;15056.74;8431.14;741.64;2752.56;11063.85;0.00;0.00;8953.49;0.00;0.00;9.00;0.00;22754.35;3740.07
M;60 t/m 64 jaar;MILL EN SINT HUBERT;418;416.72;1158185.65;219915.41;47588.12;24335.78;15984.59;22058.85;12684.51;44215.93;24484.51;7367.96;2085.01;17267.26;24842.30;0.00;0.00;2468.12;0.00;362.60;0.00;12125.33;14559.45;495.54
M;65 t/m 69 jaar;MILL EN SINT HUBERT;401;399.72;916851.37;163066.30;2462.69;32634.56;16754.36;36267.00;11500.70;65581.59;26978.73;8081.42;1786.91;11823.10;23684.06;0.00;0.00;1586.48;0.00;1229.02;1.80;31226.38;53947.96;663.89
