GESLACHT;LEEFTIJDSKLASSE;GEMEENTENAAM;AANTAL_BSN;AANTAL_VERZEKERDEJAREN;KOSTEN_MEDISCH_SPECIALISTISCHE_ZORG;KOSTEN_FARMACIE;KOSTEN_SPECIALISTISCHE_GGZ;KOSTEN_HUISARTS_INSCHRIJFTARIEF;KOSTEN_HUISARTS_CONSULT;KOSTEN_HUISARTS_MDZ;KOSTEN_HUISARTS_OVERIG;KOSTEN_HULPMIDDELEN;KOSTEN_MONDZORG;KOSTEN_PARAMEDISCHE_ZORG_FYSIOTHERAPIE;KOSTEN_PARAMEDISCHE_ZORG_OVERIG;KOSTEN_ZIEKENVERVOER_ZITTEND;KOSTEN_ZIEKENVERVOER_LIGGEND;KOSTEN_KRAAMZORG;KOSTEN_VERLOSKUNDIGE_ZORG;KOSTEN_GENERALISTISCHE_BASIS_GGZ;KOSTEN_LANGDURIGE_GGZ;KOSTEN_GRENSOVERSCHRIJDENDE_ZORG;KOSTEN_EERSTELIJNS_ONDERSTEUNING;KOSTEN_GERIATRISCHE_REVALIDATIEZORG;KOSTEN_VERPLEGING_EN_VERZORGING;KOSTEN_OVERIG
V;70 t/m 74 jaar;GILZE EN RIJEN;667;665.50;1429648.88;354279.50;46251.01;56740.24;41543.18;69575.88;22810.07;137652.99;29049.65;70819.54;5280.95;4404.55;44907.90;0.00;0.00;0.00;0.00;11163.45;1.80;90603.39;178814.52;15873.15
V;75 t/m 79 jaar;GILZE EN RIJEN;495;490.55;1256890.34;359105.34;59671.49;48687.87;36340.55;58883.07;21035.59;165108.74;32483.18;51835.74;5885.95;618.63;29581.35;0.00;0.00;0.00;0.00;200.04;0.00;123774.99;271755.56;5718.69
V;80 t/m 84 jaar;GILZE EN RIJEN;361;351.72;761694.80;267716.54;2593.46;34771.52;34189.03;46045.88;18392.66;122437.42;22729.31;44410.21;3673.74;1852.16;40929.96;0.00;0.00;0.00;0.00;626.05;1.80;85426.54;386788.06;8216.69
V;85 t/m 89 jaar;GILZE EN RIJEN;212;203.44;492694.45;172925.10;3597.39;19600.40;24139.29;24267.75;15413.19;94436.04;10683.46;24735.04;4249.98;436.60;36012.88;0.00;0.00;0.00;0.00;161.28;0.00;128343.61;389671.26;2162.68
V;90+;GILZE EN RIJEN;117;100.35;222139.48;93844.32;0.00;8794.39;15743.16;9032.83;9233.48;64348.62;3999.16;6329.34;1973.16;2926.13;21579.95;0.00;0.00;0.00;0.00;96.60;1.80;51980.58;233474.85;3659.67
M; 0 t/m  4 jaar;GOEREE-OVERFLAKKEE;1239;1124.06;1436912.94;147796.89;0.00;64116.62;32129.60;25.08;89666.62;24846.20;31282.62;30854.13;55185.28;2482.82;22023.69;0.00;0.00;0.00;0.00;2985.27;11.70;0.00;0.00;8235.00
M; 5 t/m  9 jaar;GOEREE-OVERFLAKKEE;1312;1305.42;505449.23;84822.11;0.00;76754.09;24877.53;17.72;53124.78;33603.65;155348.06;73785.58;128593.22;486.14;7106.00;0.00;0.00;0.00;0.00;2801.67;14.40;0.00;100031.17;25024.74
M;10 t/m 14 jaar;GOEREE-OVERFLAKKEE;1578;1573.28;649295.28;168600.20;0.00;92618.53;24255.67;29.60;58280.15;71375.01;267338.51;40531.04;22049.54;1562.55;4851.32;0.00;0.00;0.00;0.00;3332.21;18.00;0.00;221210.87;19644.41
M;15 t/m 19 jaar;GOEREE-OVERFLAKKEE;1541;1532.86;883758.53;107050.73;61680.36;89945.50;24506.18;42.85;56739.91;57379.59;208228.35;47528.48;6867.90;4195.07;19222.35;0.00;0.00;3147.91;0.00;9853.11;14.40;0.00;0.00;13549.12
M;20 t/m 24 jaar;GOEREE-OVERFLAKKEE;1232;1222.30;427208.17;102448.86;116513.86;70899.99;21130.33;204.99;47985.14;47726.69;4744.03;11003.18;2448.60;0.00;11506.31;0.00;0.00;14930.28;0.00;4335.82;18.00;0.00;10887.60;505.27
M;25 t/m 29 jaar;GOEREE-OVERFLAKKEE;1316;1299.55;489326.69;90640.44;121026.14;74185.82;21896.28;245.90;51520.46;55368.76;4888.51;6369.34;1545.60;4644.85;16902.71;0.00;0.00;12009.88;0.00;3735.95;18.00;0.00;8329.76;2113.62
M;30 t/m 34 jaar;GOEREE-OVERFLAKKEE;1287;1265.02;574790.58;111054.24;94637.29;71171.90;24135.14;710.24;47931.07;35900.62;6215.86;8467.04;1422.93;727.43;11149.55;0.00;0.00;9633.85;59164.05;5548.96;16.20;0.00;0.00;6941.52
M;35 t/m 39 jaar;GOEREE-OVERFLAKKEE;1307;1288.94;570763.25;243206.63;109107.62;74223.64;30642.76;2125.26;47340.56;39067.37;9394.42;15643.08;1359.75;498.50;14247.23;0.00;0.00;30544.85;0.00;1569.34;10.80;0.00;159.12;2212.63
M;40 t/m 44 jaar;GOEREE-OVERFLAKKEE;1575;1551.28;1034350.63;254347.52;137386.65;89201.45;35670.92;9399.36;53421.56;89091.55;11663.80;17137.37;1880.05;19081.70;26451.16;0.00;0.00;21029.58;0.00;12901.57;17.55;0.00;19754.07;5646.52
M;45 t/m 49 jaar;GOEREE-OVERFLAKKEE;1803;1784.34;1596788.49;333929.43;224731.55;102015.92;48134.48;23836.63;65085.99;106174.70;24893.63;26706.44;3828.35;12653.59;40476.52;0.00;0.00;23378.50;0.00;41445.42;13.05;0.00;18128.94;10206.15
M;50 t/m 54 jaar;GOEREE-OVERFLAKKEE;1910;1896.99;2083603.68;549148.47;96731.98;109380.81;55874.89;37404.62;70468.22;97294.09;44457.44;25828.22;4941.38;26350.68;45267.29;0.00;0.00;21253.47;0.00;46343.89;7.20;0.00;56386.41;8364.69
M;55 t/m 59 jaar;GOEREE-OVERFLAKKEE;1664;1657.17;2570763.25;590827.11;137591.11;95597.89;60132.29;59087.52;62158.33;175687.14;69027.23;46638.78;5649.02;22738.39;63866.00;0.00;0.00;17415.38;0.00;50328.15;14.40;58992.23;180628.22;17362.68
M;60 t/m 64 jaar;GOEREE-OVERFLAKKEE;1674;1663.99;3677035.36;742192.62;96739.73;96335.39;65007.20;82513.60;74806.26;266824.63;82185.23;73781.24;7163.00;57711.68;89386.98;0.00;0.00;11374.99;0.00;110759.36;14.40;72842.14;223111.14;21196.94
M;65 t/m 69 jaar;GOEREE-OVERFLAKKEE;1663;1652.19;3821360.38;877515.21;139951.77;135964.58;74045.45;126464.96;76250.92;301832.28;101225.72;58738.93;7456.46;86486.22;73733.33;0.00;0.00;5155.85;0.00;68769.73;5.40;75866.93;196319.10;14341.97
M;70 t/m 74 jaar;GOEREE-OVERFLAKKEE;1150;1136.83;3421084.84;689573.95;28912.91;97106.29;62082.77;107648.02;64626.77;237182.37;95979.66;53626.08;6865.18;43718.12;100199.28;0.00;0.00;3612.32;0.00;120642.55;3.60;70356.23;206756.02;17517.73
M;75 t/m 79 jaar;GOEREE-OVERFLAKKEE;820;803.67;2808407.75;580218.83;12821.82;79291.65;55435.16;85997.29;55704.09;220217.62;49677.87;57342.16;3332.68;80349.33;88540.04;0.00;0.00;1138.94;0.00;15240.83;0.00;89657.92;331547.24;10079.74
M;80 t/m 84 jaar;GOEREE-OVERFLAKKEE;611;587.96;2755240.48;598725.06;33494.26;59807.01;60876.91;75468.32;66198.09;267060.03;46531.66;48554.81;6129.71;67946.03;123295.22;0.00;0.00;0.00;0.00;4765.86;1.80;106277.75;953321.68;6797.19
M;85 t/m 89 jaar;GOEREE-OVERFLAKKEE;297;278.54;1116439.62;290855.39;44903.71;27053.71;37271.90;37398.26;31496.17;171404.77;11113.24;7494.30;2948.49;11974.30;59052.11;0.00;0.00;0.00;0.00;570.36;0.00;59687.99;666260.88;4239.14
M;90+;GOEREE-OVERFLAKKEE;153;136.05;530401.93;144155.78;2043.81;12559.73;20570.52;18056.31;30261.46;76202.43;4247.37;9071.50;856.79;574.75;45233.48;0.00;0.00;0.00;0.00;0.00;0.00;10122.75;505073.15;3030.57
V; 0 t/m  4 jaar;GOEREE-OVERFLAKKEE;1191;1077.75;1483593.94;114829.19;0.00;61236.95;26737.59;17.72;63382.51;30402.87;27506.22;39066.68;30749.91;4403.98;13254.65;0.00;0.00;0.00;0.00;2804.46;4.05;0.00;0.00;757.44
V; 5 t/m  9 jaar;GOEREE-OVERFLAKKEE;1374;1366.63;429911.65;70619.24;0.00;80435.03;25745.51;0.00;56257.44;37837.09;168786.17;32253.47;73926.94;484.56;3616.83;0.00;0.00;0.00;0.00;2410.81;12.60;0.00;10662.58;6219.23
V;10 t/m 14 jaar;GOEREE-OVERFLAKKEE;1479;1475.34;546866.78;107176.32;0.00;86700.50;26718.29;13.78;51686.11;74719.82;249912.35;46803.66;28956.00;1808.84;5459.04;0.00;0.00;0.00;0.00;7505.23;10.80;0.00;46470.08;37333.77
V;15 t/m 19 jaar;GOEREE-OVERFLAKKEE;1400;1392.65;578869.06;137666.23;425525.58;81552.61;49845.95;40.28;61474.23;43715.06;193185.64;58765.44;14760.74;3114.70;14265.34;6012.57;6497.26;20657.89;0.00;5533.04;9.45;0.00;0.00;15795.13
V;20 t/m 24 jaar;GOEREE-OVERFLAKKEE;1109;1102.57;676423.77;133389.22;383395.77;64241.05;45318.16;192.32;52103.00;47952.44;5245.21;4750.78;3903.88;13570.50;14321.55;77726.08;62321.17;33654.12;0.00;4085.92;5.40;0.00;10489.72;80749.42
V;25 t/m 29 jaar;GOEREE-OVERFLAKKEE;1243;1231.21;1016148.78;257662.84;432379.37;71935.77;54090.28;886.31;58126.82;55539.90;6232.60;15732.59;3621.30;19540.88;10051.28;294207.83;151895.75;37869.71;20668.32;3014.89;9.00;0.00;1482.36;336084.79
V;30 t/m 34 jaar;GOEREE-OVERFLAKKEE;1283;1274.88;1071178.76;368144.32;200520.22;74344.79;58544.51;128.42;51806.73;64493.17;3739.49;20482.63;3600.78;15367.96;8621.31;269202.95;124020.87;41809.75;0.00;1514.91;7.20;0.00;67.76;267661.26
V;35 t/m 39 jaar;GOEREE-OVERFLAKKEE;1302;1295.02;1126920.44;265831.35;225658.41;75774.03;57475.93;3136.10;51440.18;43530.78;6095.90;23891.59;4650.44;9299.48;12716.50;125613.87;55795.32;33812.22;0.00;3455.71;3.60;0.00;14440.80;113412.04
V;40 t/m 44 jaar;GOEREE-OVERFLAKKEE;1592;1588.24;1294649.94;344991.69;117265.49;92969.25;71752.31;5209.97;62289.74;63816.30;10457.43;33594.35;3483.43;12241.18;16640.01;13439.71;8558.47;39364.80;0.00;3655.68;18.00;0.00;4411.04;27959.58
V;45 t/m 49 jaar;GOEREE-OVERFLAKKEE;1930;1920.24;2309601.76;563276.63;259381.19;112100.00;91729.13;16543.71;73831.13;98978.73;22217.84;68210.67;8703.09;44135.76;29154.45;0.00;0.00;43791.17;0.00;7765.48;27.00;0.00;66707.02;13553.19
V;50 t/m 54 jaar;GOEREE-OVERFLAKKEE;1842;1837.25;2287923.33;539178.47;175197.16;107527.36;92599.47;24001.25;79499.67;151051.97;29235.67;77837.98;9047.36;44729.23;27219.79;0.00;0.00;48271.36;0.00;20882.17;14.40;40337.17;85807.88;7298.09
V;55 t/m 59 jaar;GOEREE-OVERFLAKKEE;1745;1739.64;2024111.34;582157.59;143898.59;101582.97;87247.15;42219.51;73979.02;188017.34;73900.32;85990.65;12864.83;34644.73;47032.89;0.00;0.00;39116.95;0.00;11237.71;10.80;0.00;188463.28;6627.87
V;60 t/m 64 jaar;GOEREE-OVERFLAKKEE;1633;1626.92;2740693.69;614932.32;90150.08;95289.92;86953.95;57826.14;72450.85;185208.60;80381.65;53329.03;11077.76;34337.74;76356.35;0.00;0.00;21851.29;0.00;15691.10;5.40;44295.20;211520.94;11691.90
V;65 t/m 69 jaar;GOEREE-OVERFLAKKEE;1621;1613.75;3363752.54;892122.29;75871.60;132779.14;96830.12;84327.36;76040.21;289852.18;112326.80;124501.65;7375.43;48757.63;73209.43;0.00;0.00;6765.32;0.00;32984.25;1.80;48846.63;289237.72;12993.08
V;70 t/m 74 jaar;GOEREE-OVERFLAKKEE;1217;1209.62;2944212.54;646755.97;69343.57;103222.39;87306.20;91864.88;64446.41;257623.65;84856.04;83445.91;6847.11;21631.10;73448.24;0.00;0.00;7049.27;0.00;11474.44;0.00;20708.45;465294.17;9514.60
V;75 t/m 79 jaar;GOEREE-OVERFLAKKEE;984;972.59;2851424.83;670144.24;76463.01;96541.18;89517.13;87634.22;68884.10;265960.33;68072.79;62859.50;8639.09;15221.81;105444.74;0.00;0.00;3095.94;0.00;28882.86;1.80;138470.49;862256.66;19572.07
V;80 t/m 84 jaar;GOEREE-OVERFLAKKEE;710;692.03;1951267.26;568031.60;18609.92;68627.19;84379.94;74539.46;52715.22;252939.89;34745.21;49605.04;6089.66;15035.47;74917.75;0.00;0.00;1138.94;0.00;803.00;0.00;111257.99;1090196.90;15573.10
V;85 t/m 89 jaar;GOEREE-OVERFLAKKEE;566;542.54;1582660.50;517159.88;9250.32;50529.21;75004.92;51945.14;54636.28;299016.46;17480.89;25055.31;7208.90;19946.56;95857.42;0.00;0.00;1138.94;0.00;1129.16;1.80;220799.75;1615300.29;6339.47
V;90+;GOEREE-OVERFLAKKEE;393;352.94;770996.72;314464.49;7510.49;30277.46;58307.75;28959.27;46274.75;278176.25;9084.30;24485.88;5334.13;1265.05;75049.17;0.00;0.00;1138.94;0.00;0.00;0.00;89136.31;1757407.67;3945.00
M; 0 t/m  4 jaar;GOES;848;748.94;837291.67;120273.17;0.00;42232.54;20090.71;27.78;56606.10;19707.53;15072.42;27328.30;24942.15;2070.81;9652.81;0.00;0.00;0.00;0.00;133964.65;1.80;0.00;0.00;62012.30
M; 5 t/m  9 jaar;GOES;905;898.87;356284.09;55158.29;0.00;52908.25;15579.80;35.92;34113.40;28823.67;90208.72;36106.77;85057.34;1818.80;1963.19;0.00;0.00;0.00;0.00;711.89;0.00;0.00;0.00;100645.34
M;10 t/m 14 jaar;GOES;1059;1056.25;375838.51;76402.48;0.00;61920.50;13861.08;25.04;32723.40;40965.56;103956.72;39276.65;25645.59;4401.46;6215.80;0.00;0.00;0.00;0.00;2058.73;8.10;0.00;719.74;2910.21
M;15 t/m 19 jaar;GOES;1141;1135.82;472793.19;81788.41;275788.81;66463.50;18564.24;80.56;35833.94;35218.47;106323.77;51042.88;6794.80;1337.09;10198.93;0.00;0.00;3327.84;0.00;6162.90;8.10;0.00;1719.72;5202.76
M;20 t/m 24 jaar;GOES;942;931.76;368717.65;91389.65;338073.22;53590.01;16619.64;152.66;28619.35;27021.44;1140.17;9445.87;871.89;20587.45;10025.60;0.00;0.00;10914.54;42986.01;6776.03;8.10;0.00;0.00;69403.94
M;25 t/m 29 jaar;GOES;963;948.27;848055.41;118939.45;235893.56;53311.42;18557.29;1324.14;28966.69;50887.14;277.38;15424.68;2704.00;17919.52;12303.14;0.00;0.00;10178.92;0.00;8617.74;7.20;0.00;44423.16;75783.31
M;30 t/m 34 jaar;GOES;961;945.59;340153.13;80023.59;325360.01;53945.67;16765.38;1767.61;25678.28;42451.67;2662.92;8198.95;938.56;14635.85;13905.27;0.00;0.00;11198.54;88973.84;8843.50;8.55;0.00;6342.01;65.73
M;35 t/m 39 jaar;GOES;997;990.09;599584.31;129761.80;394760.58;56448.25;23066.62;3177.88;31111.48;31916.02;4333.42;11651.79;870.50;4413.29;18076.32;0.00;0.00;15329.18;148776.14;17742.28;6.75;0.00;144.69;22505.02
M;40 t/m 44 jaar;GOES;1247;1239.35;1079604.73;223078.51;636047.26;71229.39;28920.00;12340.07;40147.99;63702.77;6162.19;35805.45;2524.62;6910.82;25255.86;0.00;0.00;24296.71;117593.56;28616.73;10.80;41325.01;128877.56;6138.80
M;45 t/m 49 jaar;GOES;1395;1388.03;1187909.40;323978.68;546623.33;80535.00;34602.63;25168.86;39033.64;76477.35;16361.48;17729.15;3451.59;5242.86;43752.23;0.00;0.00;11722.00;143117.26;74288.41;7.20;41325.01;84639.40;1133.17
M;50 t/m 54 jaar;GOES;1402;1396.48;1676318.01;340821.09;318480.85;79885.44;37563.45;44147.05;38253.47;84877.90;20193.41;26325.60;4481.34;13002.69;27582.98;0.00;0.00;17064.30;0.00;28941.16;9.00;0.00;46156.42;7934.16
M;55 t/m 59 jaar;GOES;1267;1262.24;1582473.07;368926.58;134862.88;73071.50;40279.83;68840.05;35723.68;69416.44;26703.99;37334.37;2560.37;13575.15;42714.97;0.00;0.00;15102.27;0.00;360035.54;7.20;18189.57;48883.37;5495.66
M;60 t/m 64 jaar;GOES;1261;1250.75;1933158.47;599910.42;272343.93;72525.75;44582.66;95885.73;37488.97;143490.93;30814.07;53915.96;6143.05;7935.92;45769.70;0.00;0.00;13868.34;0.00;209898.28;5.40;14988.24;143164.40;7297.65
M;65 t/m 69 jaar;GOES;1261;1247.00;2886998.82;711918.20;262472.68;101290.25;50611.37;129217.29;46918.61;227114.25;44705.53;46813.20;1699.99;19602.99;83112.86;0.00;0.00;2066.70;17178.36;263933.02;1.80;10442.42;127458.09;9133.36
M;70 t/m 74 jaar;GOES;907;891.80;3021590.41;563803.19;83631.50;75710.88;43659.03;111135.23;44444.78;223560.45;29909.12;62328.11;5200.46;35817.06;72583.75;0.00;0.00;3273.51;0.00;400488.70;3.60;72721.97;278646.78;9131.79
M;75 t/m 79 jaar;GOES;722;707.44;2348603.85;521214.49;27947.08;69515.56;39293.87;91703.91;39174.64;209675.12;36037.92;56120.80;12530.86;23758.58;83010.75;0.00;0.00;1234.06;0.00;144191.14;0.00;126910.62;345455.40;13579.38
M;80 t/m 84 jaar;GOES;479;466.13;1468138.71;368971.26;5671.38;46447.79;33722.86;67787.21;33115.03;152530.12;12439.40;38961.09;6549.48;2812.49;66970.68;0.00;0.00;0.00;0.00;123151.95;3.60;148462.14;363333.86;8623.29
M;85 t/m 89 jaar;GOES;277;266.67;811624.54;228565.44;8532.56;25640.21;21293.81;37489.31;16880.23;83189.13;10550.77;33264.49;1907.36;714.25;41292.06;0.00;0.00;0.00;0.00;50.00;0.00;197571.86;278385.45;16465.39
M;90+;GOES;143;128.04;432581.15;113127.42;5366.40;12028.29;16046.00;13864.31;13753.59;99058.44;2701.70;9354.75;2973.41;0.00;31747.51;0.00;0.00;0.00;0.00;0.00;0.00;78400.36;680757.14;421.09
V; 0 t/m  4 jaar;GOES;768;698.20;499879.25;58661.48;0.00;39633.25;17562.62;70.44;45307.10;17061.16;14569.94;20020.54;17972.24;0.00;5783.89;0.00;0.00;0.00;0.00;33355.36;4.50;0.00;0.00;63700.31
V; 5 t/m  9 jaar;GOES;831;822.52;233316.08;29532.22;0.00;47996.50;14291.91;68.86;28444.87;20501.85;75840.52;15749.23;43398.36;1445.90;2048.94;0.00;0.00;0.00;0.00;1048.53;1.80;0.00;21974.86;43219.14
V;10 t/m 14 jaar;GOES;1030;1023.50;308508.62;47789.39;0.00;60017.33;16851.47;0.21;29226.21;16109.28;100753.62;58123.65;21027.51;0.00;4376.01;0.00;0.00;0.00;0.00;8799.07;7.20;0.00;0.00;33115.57
V;15 t/m 19 jaar;GOES;1060;1058.09;566267.85;109577.42;396173.44;62082.75;31789.50;246.78;36772.09;23367.31;92820.25;51907.01;6784.31;3872.03;12308.40;2459.16;1084.18;4303.30;0.00;25014.51;9.00;0.00;189.72;1042.17
V;20 t/m 24 jaar;GOES;888;871.71;552723.58;94515.00;475282.43;50567.92;31996.84;771.11;37311.49;8087.13;1736.48;7678.32;3263.62;2363.34;10028.17;37160.00;34727.45;22076.67;0.00;8324.50;4.95;0.00;46522.99;1686.03
V;25 t/m 29 jaar;GOES;996;978.06;1185488.77;166926.19;635966.16;56754.71;42770.42;1271.80;43103.25;42456.46;3450.27;20842.56;5823.29;38599.20;21304.54;181250.25;131253.09;39009.77;0.00;47889.26;4.50;0.00;2469.46;68728.93
V;30 t/m 34 jaar;GOES;968;956.41;1238582.15;230935.73;476955.78;55394.45;40483.16;3112.46;34299.21;38087.01;5540.83;17937.64;7151.02;8909.23;10140.63;175868.34;107440.90;29078.16;0.00;47282.53;5.40;0.00;7832.92;5441.46
V;35 t/m 39 jaar;GOES;1018;1010.57;1099954.64;186274.56;509063.92;58885.28;38307.71;4149.40;36319.03;39161.97;1964.81;10647.50;2431.07;5937.45;10229.41;98977.96;39363.10;21306.57;26866.14;79280.52;0.00;0.00;9930.39;420.78
V;40 t/m 44 jaar;GOES;1163;1160.19;1091158.77;626752.24;553332.70;67643.50;45025.41;8823.90;37414.32;53143.88;4541.98;41818.22;5779.50;31320.62;14385.38;12687.64;8220.95;18460.44;29835.52;66285.95;12.60;0.00;1792.92;2857.26
V;45 t/m 49 jaar;GOES;1422;1421.41;1223291.28;315216.01;634766.81;83078.56;54778.93;20739.41;42771.02;132398.48;27085.88;46219.99;6673.41;18400.04;25387.61;0.00;325.42;28893.06;40725.88;79838.26;5.40;0.00;9501.21;3327.08
V;50 t/m 54 jaar;GOES;1462;1453.65;1687478.25;499447.24;376438.67;84531.83;61178.79;41880.51;48890.51;107650.37;18543.31;51113.28;8487.10;31093.98;26740.88;0.00;0.00;22081.83;3962.53;65215.44;9.00;0.00;82675.85;8838.18
V;55 t/m 59 jaar;GOES;1345;1340.98;1878715.03;427262.06;252634.69;77747.25;58239.11;56158.00;45925.77;129523.03;25072.48;72095.95;6716.75;13627.07;48369.41;0.00;0.00;32183.31;94273.92;145809.48;5.40;89966.25;38313.98;1591.89
V;60 t/m 64 jaar;GOES;1282;1274.44;2307561.15;586026.88;245506.18;74310.50;59353.16;80006.02;46397.49;167099.86;50186.88;83691.76;6853.56;22736.12;44425.86;0.00;0.00;11750.04;133109.32;59247.57;9.00;11899.41;200186.14;4622.89
V;65 t/m 69 jaar;GOES;1362;1352.38;2493414.27;777621.48;267620.52;110890.40;60201.61;113370.87;47312.91;220562.15;49392.15;82061.37;6491.66;46583.31;52509.00;0.00;0.00;7672.42;0.00;143075.65;3.60;52802.90;286672.71;3334.38
V;70 t/m 74 jaar;GOES;992;982.10;2192484.48;552036.31;153477.13;82964.36;54478.83;107404.07;41036.62;155475.32;62998.51;98909.84;7908.33;16311.20;44707.80;0.00;0.00;2195.45;0.00;233001.54;1.80;121638.00;352934.63;15037.60
V;75 t/m 79 jaar;GOES;827;819.05;2116326.83;628266.42;219978.28;79377.17;50175.60;99313.86;37806.36;200955.98;50134.95;77360.16;4760.53;8912.06;58077.59;0.00;0.00;1136.21;0.00;83916.23;0.45;109024.60;571682.30;5803.44
V;80 t/m 84 jaar;GOES;673;653.66;1905867.98;540952.24;76121.78;64113.94;52376.93;92954.68;46027.99;213039.05;26697.85;67617.78;8746.79;8657.52;88569.42;0.00;0.00;188.53;0.00;50233.82;3.60;167236.90;975035.28;6668.58
V;85 t/m 89 jaar;GOES;528;504.06;1269927.93;391514.60;16998.43;46452.74;47500.42;64158.33;40421.39;219768.52;12876.25;47342.63;4205.30;11604.08;88650.88;0.00;0.00;0.00;0.00;27939.03;0.00;230853.15;1338684.30;12710.85
V;90+;GOES;433;397.17;876974.99;352876.34;3137.80;34171.75;47649.84;44254.94;41867.88;255656.84;4820.57;27431.90;8836.11;587.09;101794.05;0.00;0.00;695.87;0.00;361.06;0.00;169395.20;1459531.74;11842.01
M; 0 t/m  4 jaar;GOIRLE;648;591.44;540380.30;48195.85;0.00;33276.00;17135.97;41.94;33015.77;8788.98;10366.21;11002.48;14543.26;0.00;9963.65;0.00;0.00;0.00;0.00;4127.90;5.40;0.00;0.00;74718.61
M; 5 t/m  9 jaar;GOIRLE;717;713.71;259222.54;32991.23;0.00;41890.00;13218.24;63.50;22102.07;35341.94;72018.52;24795.66;35973.06;0.00;2819.55;0.00;0.00;0.00;0.00;2361.07;1.80;0.00;164.84;17175.64
